customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,total_orders,total_spend,avg_order_value,avg_discount_pct,return_rate,avg_rating,ticket_count,avg_resolution_hours,avg_sentiment,reopen_rate,snapshot_date_x,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,snapshot_date_y,last_campaign_received,last_campaign_cost,manual_priority_bucket,snapshot_date,churn_next_60d,split
CUST00481,2025-07-03,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes,2,934.12,467.06,0.19,0.0,5.0,,,,,2025-09-30,10,53,2,1,1,8,1,4,2025-09-30,free_shipping,25,medium,2025-09-30,0,train
CUST00482,2024-08-01,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,4,2177.14,544.285,0.35,0.0,3.75,,,,,2025-09-30,15,66,3,2,1,12,1,19,2025-09-30,none,25,low,2025-09-30,0,test
CUST00483,2024-06-18,Tier 1,25-34,Marketplace,Gold,Makeup,,No,7,4120.83,588.6899999999999,0.24714285714285714,0.14285714285714285,4.285714285714286,1.0,52.5,-1.0,0.0,2025-09-30,3,10,1,1,1,0,0,10,2025-09-30,new_launch,0,high,2025-09-30,0,train
CUST00484,2024-08-31,Tier 3,25-34,Google Search,,Skin Care,Sensitive,No,5,5407.55,1081.51,0.16799999999999998,0.2,3.8,3.0,33.666666666666664,-0.9666666666666667,0.3333333333333333,2025-09-30,9,36,1,1,0,0,0,16,2025-09-30,free_shipping,0,medium,2025-09-30,0,train
CUST00485,2024-01-26,Tier 3,35-44,Instagram,,Hair Care,Normal,Yes,5,2971.02,594.204,0.426,0.0,3.0,2.0,16.75,0.295,0.0,2025-09-30,1,4,1,0,1,2,1,49,2025-09-30,new_launch,18,high,2025-09-30,1,train
CUST00486,2025-06-12,Tier 1,35-44,Marketplace,,Makeup,Normal,Yes,1,810.16,810.16,0.05,0.0,3.0,,,,,2025-09-30,10,28,3,2,2,1,0,9,2025-09-30,new_launch,18,medium,2025-09-30,0,train
CUST00487,2024-03-30,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes,7,2642.71,377.53000000000003,0.4828571428571428,0.14285714285714285,4.0,6.0,20.833333333333332,-0.30833333333333335,0.16666666666666666,2025-09-30,2,10,1,0,1,0,0,14,2025-09-30,new_launch,12,medium,2025-09-30,0,train
CUST00488,2024-07-16,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes,4,2427.65,606.9125,0.27,0.0,4.5,,,,,2025-09-30,8,43,2,0,1,5,1,51,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST00489,2024-07-30,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes,1,963.44,963.44,0.37,0.0,4.0,,,,,2025-09-30,10,52,5,1,3,3,0,32,2025-09-30,bundle_discount,25,high,2025-09-30,1,train
CUST00490,2025-03-30,Tier 1,18-24,Influencer,,Hair Care,Oily,Yes,1,557.54,557.54,0.13,1.0,2.0,1.0,5.5,-0.36,0.0,2025-09-30,8,45,4,2,2,5,1,11,2025-09-30,welcome_offer,0,medium,2025-09-30,0,train
CUST00491,2025-04-01,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes,1,540.89,540.89,0.24,1.0,4.0,1.0,31.8,-0.06,0.0,2025-09-30,10,40,3,2,1,5,1,20,2025-09-30,none,12,high,2025-09-30,0,test
CUST00492,2024-04-05,Tier 3,35-44,Referral,,Makeup,,No,6,5426.94,904.4899999999999,0.32333333333333336,0.16666666666666666,3.8333333333333335,1.0,38.6,-0.75,1.0,2025-09-30,0,0,0,0,0,0,0,16,2025-09-30,welcome_offer,40,high,2025-09-30,0,train
CUST00493,2024-09-21,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes,2,1757.06,878.53,0.28500000000000003,0.5,3.0,1.0,26.8,-0.1,0.0,2025-09-30,10,41,4,2,2,8,3,21,2025-09-30,new_launch,12,high,2025-09-30,1,test
CUST00494,2025-04-17,Tier 1,35-44,Google Search,,Hair Care,Combination,No,1,660.15,660.15,0.15,0.0,4.0,,,,,2025-09-30,6,19,2,1,1,0,0,0,2025-09-30,bundle_discount,25,low,2025-09-30,0,validation
CUST00495,2024-11-05,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes,2,2001.5900000000001,1000.7950000000001,0.32,0.0,4.0,,,,,2025-09-30,4,12,1,0,0,0,0,0,2025-09-30,welcome_offer,12,medium,2025-09-30,0,train
CUST00496,2025-03-21,Tier 1,25-34,Marketplace,,Makeup,,No,1,1586.18,1586.18,0.43,0.0,4.0,,,,,2025-09-30,4,20,0,1,0,0,0,10,2025-09-30,welcome_offer,40,low,2025-09-30,0,train
CUST00497,2025-04-19,Tier 1,25-34,Referral,,Hair Care,Normal,Yes,1,1724.62,1724.62,0.14,0.0,2.0,,,,,2025-09-30,1,5,0,0,0,6,2,32,2025-09-30,none,12,high,2025-09-30,1,train
CUST00498,2025-05-21,Tier 1,25-34,Instagram,,Baby Care,,No,2,970.31,485.155,0.14500000000000002,0.0,4.0,,,,,2025-09-30,3,17,1,1,0,0,0,0,2025-09-30,new_launch,40,low,2025-09-30,0,train
CUST00499,2024-10-25,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No,3,2917.37,972.4566666666666,0.09999999999999999,0.0,4.0,1.0,44.4,0.23,1.0,2025-09-30,1,6,0,0,0,0,0,9,2025-09-30,none,25,high,2025-09-30,0,train
CUST00500,2024-12-18,Tier 2,45+,Marketplace,,Fragrance,Sensitive,Yes,3,3208.81,1069.6033333333332,0.21,0.0,3.3333333333333335,,,,,2025-09-30,10,51,5,2,3,8,1,12,2025-09-30,bundle_discount,25,medium,2025-09-30,0,train
CUST00501,2025-07-27,Tier 1,35-44,Organic,Gold,Skin Care,,Yes,4,2834.75,708.6875,0.1825,0.0,3.75,1.0,35.8,-0.75,0.0,2025-09-30,4,10,2,0,1,2,0,5,2025-09-30,none,18,medium,2025-09-30,0,train
CUST00502,2025-03-21,Tier 2,25-34,Referral,,Hair Care,Sensitive,No,2,1615.2400000000002,807.6200000000001,0.475,0.0,3.5,,,,,2025-09-30,13,50,2,1,1,0,0,0,2025-09-30,none,0,low,2025-09-30,0,train
CUST00503,2024-05-17,Tier 2,18-24,Instagram,Gold,Baby Care,Dry,Yes,7,4458.49,636.9271428571428,0.3014285714285715,0.14285714285714285,3.4285714285714284,3.0,29.133333333333336,-0.48666666666666664,0.0,2025-09-30,4,11,1,0,1,1,0,7,2025-09-30,free_shipping,18,medium,2025-09-30,0,train
CUST00504,2025-09-10,Tier 2,45+,Referral,,Fragrance,Combination,Yes,1,1602.01,1602.01,0.2,0.0,3.0,,,,,2025-09-30,9,31,4,1,2,4,2,4,2025-09-30,new_launch,40,low,2025-09-30,0,train
CUST00505,2024-08-30,Tier 1,35-44,Influencer,,Skin Care,Oily,Yes,1,1027.23,1027.23,0.21,0.0,5.0,,,,,2025-09-30,9,41,4,0,1,3,1,32,2025-09-30,new_launch,40,high,2025-09-30,0,train
CUST00506,2024-03-22,Tier 2,18-24,Influencer,Platinum,Makeup,Combination,Yes,9,8243.95,915.9944444444445,0.26,0.0,4.333333333333333,4.0,29.9,-0.2975,0.0,2025-09-30,0,0,0,0,0,7,1,15,2025-09-30,bundle_discount,25,medium,2025-09-30,0,test
CUST00507,2024-03-20,Tier 2,35-44,Referral,Silver,Wellness,Normal,No,2,3345.6800000000003,1672.8400000000001,0.36,0.0,4.5,,,,,2025-09-30,1,5,0,0,0,0,0,26,2025-09-30,free_shipping,25,high,2025-09-30,1,test
CUST00508,2024-12-05,Tier 3,25-34,Organic,,Skin Care,Normal,No,1,717.51,717.51,0.13,0.0,5.0,,,,,2025-09-30,6,26,2,1,1,0,0,37,2025-09-30,new_launch,18,high,2025-09-30,0,train
CUST00509,2025-04-29,Tier 2,25-34,Marketplace,,Makeup,Oily,Yes,1,954.21,954.21,0.36,0.0,4.0,,,,,2025-09-30,9,54,1,3,0,5,1,4,2025-09-30,bundle_discount,12,low,2025-09-30,0,test
CUST00510,2024-10-11,Tier 2,25-34,Google Search,,Makeup,Normal,Yes,4,3630.48,907.62,0.27249999999999996,0.25,4.25,1.0,30.2,-0.84,0.0,2025-09-30,4,22,1,1,1,4,1,29,2025-09-30,welcome_offer,18,high,2025-09-30,1,validation
CUST00511,2024-06-28,Tier 2,25-34,Referral,Silver,Fragrance,Sensitive,No,4,2778.7,694.675,0.1775,0.0,4.25,1.0,56.9,-1.0,0.0,2025-09-30,18,64,1,4,1,0,0,5,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST00512,2025-05-22,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,4,2468.63,617.1575,0.2025,0.0,4.25,1.0,8.9,0.65,0.0,2025-09-30,6,16,2,1,1,4,0,9,2025-09-30,new_launch,0,medium,2025-09-30,1,train
CUST00513,2024-04-28,Tier 2,18-24,Referral,,Wellness,Normal,Yes,8,5289.39,661.17375,0.23125,0.0,3.125,3.0,18.23333333333333,-0.12333333333333334,0.0,2025-09-30,6,15,3,1,2,2,0,8,2025-09-30,none,18,medium,2025-09-30,0,validation
CUST00514,2025-06-27,Tier 1,35-44,Influencer,,Makeup,Normal,Yes,1,1687.55,1687.55,0.2,0.0,5.0,,,,,2025-09-30,11,55,1,0,0,10,4,13,2025-09-30,free_shipping,12,high,2025-09-30,1,validation
CUST00515,2025-03-18,Tier 2,25-34,Google Search,,Fragrance,Sensitive,Yes,2,1540.13,770.065,0.3,0.0,4.5,1.0,16.3,-0.05,0.0,2025-09-30,2,8,0,0,0,0,0,2,2025-09-30,bundle_discount,0,low,2025-09-30,0,train
CUST00516,2025-08-25,Tier 2,35-44,Marketplace,Platinum,Hair Care,Oily,Yes,1,623.59,623.59,0.19,0.0,4.0,,,,,2025-09-30,9,52,4,1,1,7,2,7,2025-09-30,bundle_discount,40,low,2025-09-30,1,train
CUST00517,2024-04-16,Tier 1,35-44,Marketplace,,Skin Care,Normal,Yes,5,2777.25,555.45,0.288,0.0,3.6,2.0,28.65,-0.365,0.5,2025-09-30,2,11,1,1,1,6,3,8,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST00518,2025-09-05,Tier 2,25-34,Instagram,Gold,Skin Care,,No,1,226.9,226.9,0.12,0.0,4.0,,,,,2025-09-30,5,21,2,1,0,0,0,0,2025-09-30,none,40,low,2025-09-30,0,train
CUST00519,2024-04-23,Tier 1,35-44,Referral,Gold,Baby Care,Sensitive,No,1,412.42,412.42,0.33,0.0,1.0,,,,,2025-09-30,0,0,0,0,0,0,0,11,2025-09-30,bundle_discount,12,high,2025-09-30,0,validation
CUST00520,2024-09-20,Tier 1,18-24,Organic,,Hair Care,Oily,Yes,5,3130.28,626.056,0.29,0.0,4.6,,,,,2025-09-30,2,11,0,0,0,5,2,0,2025-09-30,new_launch,40,low,2025-09-30,0,train
CUST00521,2024-07-24,Tier 1,25-34,Referral,,Makeup,Dry,Yes,7,3626.0699999999997,518.01,0.3157142857142857,0.0,3.7142857142857144,1.0,32.5,-0.39,0.0,2025-09-30,5,18,1,0,1,10,3,8,2025-09-30,bundle_discount,12,medium,2025-09-30,0,validation
CUST00522,2024-02-05,Tier 2,18-24,Google Search,,Fragrance,Dry,Yes,1,1688.22,1688.22,0.2,0.0,4.0,,,,,2025-09-30,1,6,0,0,0,6,2,60,2025-09-30,new_launch,40,high,2025-09-30,1,train
CUST00523,2024-06-04,Tier 3,35-44,Referral,,Wellness,Combination,Yes,3,2606.67,868.89,0.4266666666666667,0.0,4.333333333333333,1.0,40.8,-0.57,0.0,2025-09-30,7,35,2,0,1,0,0,12,2025-09-30,welcome_offer,12,low,2025-09-30,0,train
CUST00524,2024-03-12,Tier 1,25-34,Influencer,Silver,Hair Care,Normal,Yes,10,7161.96,716.196,0.282,0.1,4.0,2.0,16.3,0.04500000000000001,0.0,2025-09-30,10,29,1,3,0,3,1,11,2025-09-30,new_launch,25,low,2025-09-30,1,train
CUST00525,2024-02-26,Tier 3,25-34,Instagram,,Wellness,Oily,No,4,1916.75,479.1875,0.24,0.0,3.5,,,,,2025-09-30,1,4,0,0,0,0,0,56,2025-09-30,new_launch,0,high,2025-09-30,1,train
CUST00526,2025-07-21,Tier 1,18-24,Instagram,Silver,Fragrance,,Yes,1,1131.41,1131.41,0.38,0.0,5.0,,,,,2025-09-30,6,15,2,1,1,0,0,0,2025-09-30,welcome_offer,0,low,2025-09-30,0,train
CUST00527,2024-07-13,Tier 1,18-24,Marketplace,Silver,Hair Care,Oily,No,6,5554.469999999999,925.7449999999999,0.2883333333333334,0.0,3.8333333333333335,,,,,2025-09-30,1,5,0,0,0,0,0,23,2025-09-30,welcome_offer,0,high,2025-09-30,0,train
CUST00528,2025-04-05,Tier 1,45+,Google Search,,Makeup,Combination,Yes,1,556.1,556.1,0.45,0.0,5.0,,,,,2025-09-30,12,43,5,3,1,3,0,9,2025-09-30,free_shipping,18,low,2025-09-30,0,train
CUST00529,2025-07-03,Tier 2,18-24,Influencer,,Skin Care,,Yes,1,1129.52,1129.52,0.24,0.0,5.0,1.0,29.8,-0.83,0.0,2025-09-30,11,51,3,1,2,6,2,0,2025-09-30,free_shipping,18,medium,2025-09-30,0,train
CUST00530,2024-05-13,Tier 2,18-24,Influencer,Gold,Skin Care,Normal,Yes,3,2183.4300000000003,727.8100000000001,0.22,0.0,4.0,,,,,2025-09-30,2,10,1,0,0,3,0,13,2025-09-30,none,18,medium,2025-09-30,0,train
CUST00531,2025-05-24,Tier 2,25-34,Instagram,,Hair Care,,Yes,2,648.41,324.205,0.48,0.0,3.5,1.0,22.5,-0.24,0.0,2025-09-30,1,4,0,0,0,2,0,19,2025-09-30,new_launch,12,medium,2025-09-30,1,test
CUST00532,2024-05-20,Tier 3,25-34,Instagram,,Skin Care,Oily,Yes,4,4895.42,1223.855,0.3675,0.0,4.0,1.0,43.0,-1.0,0.0,2025-09-30,1,3,0,0,0,1,0,24,2025-09-30,welcome_offer,12,high,2025-09-30,1,validation
CUST00533,2025-07-20,Tier 1,18-24,Marketplace,,Makeup,,Yes,1,149.0,149.0,0.56,0.0,2.0,1.0,51.0,-1.0,0.0,2025-09-30,9,29,1,2,1,2,0,0,2025-09-30,free_shipping,25,medium,2025-09-30,0,train
CUST00534,2024-01-07,Tier 3,18-24,Marketplace,Silver,Skin Care,,No,5,3110.46,622.092,0.23200000000000004,0.0,3.8,1.0,22.6,-0.22,0.0,2025-09-30,4,23,2,1,0,0,0,18,2025-09-30,welcome_offer,12,medium,2025-09-30,1,train
CUST00535,2024-10-04,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,5,5156.9,1031.3799999999999,0.32,0.0,4.4,,,,,2025-09-30,5,13,1,0,0,3,1,23,2025-09-30,new_launch,40,high,2025-09-30,1,train
CUST00536,2024-11-04,Tier 1,25-34,Instagram,,Baby Care,Oily,Yes,4,4432.75,1108.1875,0.1825,0.0,2.5,,,,,2025-09-30,14,37,7,3,4,3,1,1,2025-09-30,new_launch,40,medium,2025-09-30,0,train
CUST00537,2025-04-20,Tier 2,35-44,Google Search,,Makeup,,No,1,447.58,447.58,0.32,0.0,5.0,,,,,2025-09-30,4,21,1,1,1,0,0,5,2025-09-30,welcome_offer,0,low,2025-09-30,0,train
CUST00538,2024-02-14,Tier 1,18-24,Instagram,,Baby Care,Combination,Yes,6,4026.69,671.115,0.10833333333333334,0.0,3.6666666666666665,,,,,2025-09-30,5,18,3,0,1,4,2,10,2025-09-30,bundle_discount,0,medium,2025-09-30,0,train
CUST00539,2024-01-30,Tier 1,25-34,Organic,Silver,Baby Care,Sensitive,Yes,8,7874.25,984.28125,0.21,0.0,4.25,3.0,19.133333333333333,0.49333333333333335,0.0,2025-09-30,1,3,0,0,0,4,1,11,2025-09-30,new_launch,0,medium,2025-09-30,0,validation
CUST00540,2024-04-22,Tier 1,25-34,Marketplace,Gold,Hair Care,Dry,Yes,7,5087.94,726.8485714285714,0.3057142857142857,0.0,3.857142857142857,3.0,10.200000000000001,-0.52,0.3333333333333333,2025-09-30,3,13,1,0,0,1,0,16,2025-09-30,new_launch,25,medium,2025-09-30,0,train
CUST00541,2024-08-09,Tier 2,45+,Google Search,,Makeup,,Yes,5,3404.94,680.988,0.32599999999999996,0.0,4.0,1.0,29.7,0.39,0.0,2025-09-30,1,5,0,0,0,6,2,31,2025-09-30,free_shipping,25,high,2025-09-30,0,train
CUST00542,2025-08-05,Tier 1,18-24,Organic,,Skin Care,Sensitive,Yes,1,576.88,576.88,0.3,0.0,3.0,,,,,2025-09-30,1,4,1,0,0,5,1,15,2025-09-30,none,12,high,2025-09-30,0,train
CUST00543,2024-06-23,Tier 2,25-34,Instagram,,Baby Care,Dry,Yes,4,2320.55,580.1375,0.26,0.0,3.5,,,,,2025-09-30,2,8,1,0,0,6,2,37,2025-09-30,new_launch,12,high,2025-09-30,1,train
CUST00544,2024-09-09,Tier 2,25-34,Instagram,Gold,Wellness,Normal,No,2,2284.46,1142.23,0.215,0.0,4.0,,,,,2025-09-30,6,15,2,0,1,0,0,21,2025-09-30,bundle_discount,12,high,2025-09-30,1,train
CUST00545,2025-05-31,Tier 2,18-24,Referral,Silver,Fragrance,Combination,Yes,1,603.57,603.57,0.35,0.0,2.0,1.0,18.7,-0.56,0.0,2025-09-30,9,42,5,2,2,5,2,0,2025-09-30,welcome_offer,0,medium,2025-09-30,0,train
CUST00546,2025-02-20,Tier 1,45+,Google Search,Silver,Skin Care,Combination,Yes,2,2127.37,1063.685,0.305,0.0,4.0,,,,,2025-09-30,12,34,4,3,3,5,1,0,2025-09-30,bundle_discount,0,low,2025-09-30,0,train
CUST00547,2025-08-20,Tier 2,18-24,Organic,Gold,Hair Care,Sensitive,Yes,1,1001.24,1001.24,0.12,1.0,5.0,1.0,29.2,-0.15,0.0,2025-09-30,6,22,0,1,0,7,0,10,2025-09-30,welcome_offer,25,medium,2025-09-30,0,train
CUST00548,2025-01-29,Tier 1,35-44,Instagram,,Skin Care,Normal,Yes,1,858.7,858.7,0.28,0.0,4.0,,,,,2025-09-30,6,30,3,2,2,3,0,24,2025-09-30,none,25,high,2025-09-30,0,train
CUST00549,2024-12-09,Tier 1,35-44,Influencer,Silver,Fragrance,Oily,Yes,2,1035.57,517.785,0.35,0.0,3.5,1.0,8.2,0.1,0.0,2025-09-30,1,3,0,0,0,4,1,31,2025-09-30,new_launch,12,high,2025-09-30,1,train
CUST00550,2025-07-26,Tier 2,35-44,Organic,,Hair Care,Normal,Yes,1,525.8,525.8,0.42,0.0,5.0,,,,,2025-09-30,0,0,0,0,0,0,0,3,2025-09-30,bundle_discount,12,high,2025-09-30,0,validation
CUST00551,2024-08-02,Tier 2,35-44,Google Search,Gold,Hair Care,Combination,Yes,3,1964.0,654.6666666666666,0.19333333333333333,0.0,2.6666666666666665,,,,,2025-09-30,10,48,4,1,3,4,2,8,2025-09-30,bundle_discount,0,low,2025-09-30,0,train
CUST00552,2025-06-23,Tier 2,35-44,Referral,Gold,Fragrance,Combination,Yes,1,567.45,567.45,0.16,0.0,4.0,,,,,2025-09-30,12,63,5,3,1,6,1,1,2025-09-30,welcome_offer,25,low,2025-09-30,0,train
CUST00553,2024-03-08,Tier 3,18-24,Instagram,,Skin Care,Oily,Yes,4,3183.11,795.7775,0.31,0.0,4.5,,,,,2025-09-30,2,6,1,0,0,4,0,56,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST00554,2024-07-28,Tier 2,25-34,Google Search,Platinum,Baby Care,Dry,Yes,3,1402.26,467.42,0.38999999999999996,0.0,4.0,,,,,2025-09-30,10,48,3,1,2,3,0,8,2025-09-30,welcome_offer,18,low,2025-09-30,0,train
CUST00555,2024-07-12,Tier 3,18-24,Instagram,Gold,Baby Care,Combination,Yes,3,1924.03,641.3433333333334,0.20000000000000004,0.0,4.0,2.0,40.05,-0.485,0.5,2025-09-30,3,11,1,0,0,3,1,2,2025-09-30,welcome_offer,18,medium,2025-09-30,0,train
CUST00556,2025-06-26,Tier 2,35-44,Google Search,,Makeup,Dry,No,1,936.16,936.16,0.25,0.0,4.0,1.0,17.5,-0.48,0.0,2025-09-30,1,5,0,0,0,0,0,0,2025-09-30,new_launch,40,high,2025-09-30,1,train
CUST00557,2024-02-18,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,Yes,6,4460.42,743.4033333333333,0.215,0.0,4.0,1.0,8.8,-0.29,0.0,2025-09-30,17,67,6,1,4,6,1,16,2025-09-30,new_launch,0,low,2025-09-30,0,validation
CUST00558,2024-06-06,Tier 1,18-24,Influencer,,Hair Care,Sensitive,Yes,2,679.0699999999999,339.53499999999997,0.255,0.0,4.0,,,,,2025-09-30,1,5,1,0,1,0,0,60,2025-09-30,free_shipping,12,high,2025-09-30,1,train
CUST00559,2024-12-18,Tier 2,18-24,Influencer,,Skin Care,Oily,Yes,2,1344.49,672.245,0.26,0.0,3.5,,,,,2025-09-30,2,9,1,0,0,5,1,0,2025-09-30,welcome_offer,25,low,2025-09-30,0,train
CUST00560,2024-11-23,Tier 3,18-24,Referral,,Baby Care,Sensitive,Yes,1,1135.13,1135.13,0.35,0.0,3.0,,,,,2025-09-30,1,4,0,0,0,3,0,51,2025-09-30,bundle_discount,12,high,2025-09-30,1,validation
CUST00561,2025-08-10,Tier 3,35-44,Marketplace,Gold,Hair Care,Oily,No,1,256.33,256.33,0.35,0.0,2.0,1.0,25.2,0.0,0.0,2025-09-30,16,85,4,4,2,0,0,0,2025-09-30,bundle_discount,0,medium,2025-09-30,0,train
CUST00562,2024-11-11,Tier 2,18-24,Instagram,,Hair Care,Normal,Yes,2,899.8599999999999,449.92999999999995,0.4,0.5,5.0,2.0,46.85,-0.47,0.0,2025-09-30,1,3,0,0,0,6,1,45,2025-09-30,new_launch,12,high,2025-09-30,1,train
CUST00563,2024-10-11,Tier 1,18-24,Organic,Silver,Wellness,Normal,Yes,2,887.86,443.93,0.305,0.0,4.5,,,,,2025-09-30,1,3,0,0,0,3,0,20,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST00564,2024-02-27,Tier 1,45+,Instagram,Gold,Hair Care,Sensitive,Yes,8,4592.1900000000005,574.0237500000001,0.365,0.0,3.625,3.0,26.8,-0.36333333333333334,0.0,2025-09-30,10,57,1,1,1,0,0,27,2025-09-30,bundle_discount,12,high,2025-09-30,1,train
CUST00565,2025-07-28,Tier 2,18-24,Referral,Platinum,Fragrance,Sensitive,Yes,1,275.55,275.55,0.11,0.0,3.0,,,,,2025-09-30,10,48,3,3,1,5,2,7,2025-09-30,none,40,medium,2025-09-30,0,validation
CUST00566,2025-02-28,Tier 2,18-24,Instagram,,Hair Care,Normal,No,1,657.76,657.76,0.32,0.0,5.0,,,,,2025-09-30,25,91,7,2,1,0,0,3,2025-09-30,bundle_discount,0,low,2025-09-30,0,train
CUST00567,2024-03-31,Tier 2,18-24,Google Search,,Hair Care,Normal,No,8,4922.05,615.25625,0.2825,0.0,4.0,1.0,39.5,-0.58,1.0,2025-09-30,9,29,1,3,0,0,0,0,2025-09-30,bundle_discount,12,low,2025-09-30,0,test
CUST00568,2025-07-21,Tier 3,25-34,Google Search,Silver,Hair Care,,Yes,1,482.12,482.12,0.38,0.0,3.0,,,,,2025-09-30,3,17,1,1,1,3,0,10,2025-09-30,welcome_offer,18,low,2025-09-30,1,test
CUST00569,2025-04-28,Tier 2,18-24,Google Search,,Wellness,,Yes,1,430.0,430.0,0.38,0.0,2.0,,,,,2025-09-30,7,22,3,2,2,7,3,23,2025-09-30,none,18,high,2025-09-30,0,train
CUST00570,2024-03-09,Tier 1,25-34,Referral,,Skin Care,,Yes,3,2545.7200000000003,848.5733333333334,0.24666666666666667,0.3333333333333333,3.3333333333333335,1.0,22.5,-0.47,0.0,2025-09-30,0,0,0,0,0,2,1,27,2025-09-30,new_launch,18,high,2025-09-30,1,test
CUST00571,2025-08-12,Tier 1,18-24,Marketplace,,Hair Care,,Yes,1,598.14,598.14,0.28,1.0,2.0,1.0,10.4,0.84,0.0,2025-09-30,5,29,0,1,0,1,0,4,2025-09-30,welcome_offer,40,medium,2025-09-30,0,train
CUST00572,2024-12-30,Tier 1,18-24,Marketplace,,Skin Care,,Yes,6,3305.75,550.9583333333334,0.2816666666666667,0.0,3.8333333333333335,,,,,2025-09-30,8,34,1,1,0,6,0,24,2025-09-30,free_shipping,18,medium,2025-09-30,1,train
CUST00573,2024-11-19,Tier 2,35-44,Google Search,Silver,Makeup,Oily,Yes,5,2912.39,582.478,0.372,0.0,4.0,1.0,17.8,-0.61,0.0,2025-09-30,0,0,0,0,0,0,0,25,2025-09-30,welcome_offer,40,high,2025-09-30,1,train
CUST00574,2024-10-15,Tier 2,25-34,Google Search,Gold,Skin Care,Dry,Yes,7,5871.91,838.8442857142857,0.21857142857142858,0.0,4.142857142857143,1.0,20.3,-1.0,0.0,2025-09-30,14,49,1,1,0,5,1,0,2025-09-30,welcome_offer,25,low,2025-09-30,0,validation
CUST00575,2025-06-22,Tier 2,35-44,Marketplace,Silver,Hair Care,Oily,Yes,1,548.72,548.72,0.3,0.0,5.0,1.0,19.3,-0.71,0.0,2025-09-30,6,23,2,1,1,3,1,32,2025-09-30,welcome_offer,40,high,2025-09-30,1,train
CUST00576,2025-01-06,Tier 2,18-24,Influencer,,Wellness,Dry,Yes,2,799.27,399.635,0.33499999999999996,0.0,5.0,,,,,2025-09-30,15,68,4,1,1,4,1,27,2025-09-30,none,40,medium,2025-09-30,1,train
CUST00577,2024-05-25,Tier 1,35-44,Instagram,Platinum,Hair Care,Oily,Yes,5,3560.2299999999996,712.0459999999999,0.236,0.0,4.6,1.0,5.7,0.63,0.0,2025-09-30,7,40,1,2,0,5,2,26,2025-09-30,welcome_offer,40,medium,2025-09-30,0,train
CUST00578,2024-04-20,Tier 2,18-24,Marketplace,,Wellness,Oily,Yes,2,3054.7200000000003,1527.3600000000001,0.095,0.0,5.0,,,,,2025-09-30,2,12,0,0,0,4,2,60,2025-09-30,bundle_discount,18,high,2025-09-30,1,train
CUST00579,2025-09-08,Tier 3,18-24,Instagram,,Skin Care,,No,1,301.68,301.68,0.39,0.0,4.0,,,,,2025-09-30,1,3,0,0,0,0,0,1,2025-09-30,welcome_offer,12,high,2025-09-30,1,train
CUST00580,2025-05-27,Tier 2,35-44,Referral,,Fragrance,Oily,Yes,1,713.84,713.84,0.14,0.0,3.0,,,,,2025-09-30,4,23,1,0,0,5,1,17,2025-09-30,new_launch,0,medium,2025-09-30,0,test
CUST00581,2025-07-04,Tier 2,18-24,Influencer,Gold,Fragrance,Combination,Yes,2,1527.79,763.895,0.185,0.0,2.0,,,,,2025-09-30,0,0,0,0,0,1,0,11,2025-09-30,bundle_discount,12,high,2025-09-30,1,validation
CUST00582,2024-07-04,Tier 3,35-44,Referral,,Hair Care,Sensitive,Yes,1,392.06,392.06,0.42,0.0,4.0,1.0,26.3,0.28,0.0,2025-09-30,2,9,1,0,1,5,2,60,2025-09-30,bundle_discount,25,high,2025-09-30,1,train
CUST00583,2024-10-22,Tier 1,25-34,Google Search,,Skin Care,Normal,No,4,3652.46,913.115,0.1325,0.0,4.75,1.0,34.6,-0.75,0.0,2025-09-30,2,7,1,0,0,0,0,51,2025-09-30,none,12,high,2025-09-30,1,train
CUST00584,2025-02-21,Tier 3,25-34,Instagram,,Fragrance,Combination,No,1,591.05,591.05,0.3,0.0,5.0,,,,,2025-09-30,9,36,2,1,1,0,0,12,2025-09-30,welcome_offer,12,high,2025-09-30,1,train
